,state,county,candidate,party,total_votes,won,votes,DEM_fraction
3065,Iowa,Hancock County,Joe Biden,DEM,1683,False,6172,0.27268308489954635
3075,Iowa,Hardin County,Joe Biden,DEM,2976,False,8989,0.33107130937812884
3085,Iowa,Harrison County,Joe Biden,DEM,2440,False,8155,0.299202942979767
3095,Iowa,Henry County,Joe Biden,DEM,3275,False,9982,0.32809056301342415
3105,Iowa,Howard County,Joe Biden,DEM,1772,False,4958,0.3574021782977007
3115,Iowa,Humboldt County,Joe Biden,DEM,1442,False,5327,0.2706964520367937
3125,Iowa,Ida County,Joe Biden,DEM,917,False,3849,0.23824369966224992
3135,Iowa,Iowa County,Joe Biden,DEM,3547,False,9742,0.364093615274071
3145,Iowa,Jackson County,Joe Biden,DEM,4029,False,11135,0.3618320610687023
3155,Iowa,Jasper County,Joe Biden,DEM,7737,False,20184,0.38332342449464923
3165,Iowa,Jefferson County,Joe Biden,DEM,4319,False,8959,0.4820850541355062
3174,Iowa,Johnson County,Joe Biden,DEM,59177,True,83851,0.7057399434711572
3185,Iowa,Jones County,Joe Biden,DEM,4213,False,10989,0.3833833833833834
3195,Iowa,Keokuk County,Joe Biden,DEM,1414,False,5303,0.26664152366584953
3205,Iowa,Kossuth County,Joe Biden,DEM,2696,False,9090,0.29658965896589656
3215,Iowa,Lee County,Joe Biden,DEM,6541,False,16734,0.39088084140074103
3224,Iowa,Linn County,Joe Biden,DEM,70874,True,127458,0.5560576817461438
3235,Iowa,Louisa County,Joe Biden,DEM,1726,False,5332,0.3237059264816204
3245,Iowa,Lucas County,Joe Biden,DEM,1284,False,4630,0.27732181425485963
3255,Iowa,Lyon County,Joe Biden,DEM,1067,False,6863,0.15547136820632376
3265,Iowa,Madison County,Joe Biden,DEM,3134,False,9824,0.31901465798045603
3275,Iowa,Mahaska County,Joe Biden,DEM,2894,False,11404,0.25377060680462993
3285,Iowa,Marion County,Joe Biden,DEM,6178,False,19232,0.32123544093178036
3295,Iowa,Marshall County,Joe Biden,DEM,8176,False,18136,0.45081605646228495
3305,Iowa,Mills County,Joe Biden,DEM,2508,False,8268,0.3033381712626996
3315,Iowa,Mitchell County,Joe Biden,DEM,2053,False,5822,0.3526279628993473
3325,Iowa,Monona County,Joe Biden,DEM,1407,False,4728,0.29758883248730966
3335,Iowa,Monroe County,Joe Biden,DEM,1078,False,4088,0.2636986301369863
3345,Iowa,Montgomery County,Joe Biden,DEM,1583,False,5327,0.2971653838933734
3355,Iowa,Muscatine County,Joe Biden,DEM,9372,False,20671,0.453388805573025
3365,Iowa,O'Brien County,Joe Biden,DEM,1569,False,7551,0.2077870480731029
3375,Iowa,Osceola County,Joe Biden,DEM,601,False,3328,0.18058894230769232
3385,Iowa,Page County,Joe Biden,DEM,2086,False,7528,0.2770988310308183
3395,Iowa,Palo Alto County,Joe Biden,DEM,1519,False,4958,0.3063735377168213
3405,Iowa,Plymouth County,Joe Biden,DEM,3494,False,14188,0.24626444882999718
3415,Iowa,Pocahontas County,Joe Biden,DEM,933,False,3823,0.24404917603975934
3424,Iowa,Polk County,Joe Biden,DEM,146250,True,258755,0.565206469440204
3435,Iowa,Pottawattamie County,Joe Biden,DEM,18575,False,45744,0.40606418328086746
3445,Iowa,Poweshiek County,Joe Biden,DEM,4306,False,10140,0.42465483234714
3455,Iowa,Ringgold County,Joe Biden,DEM,709,False,2714,0.261238025055269
3465,Iowa,Sac County,Joe Biden,DEM,1389,False,5535,0.25094850948509484
3474,Iowa,Scott County,Joe Biden,DEM,46926,True,92599,0.5067657318113586
3485,Iowa,Shelby County,Joe Biden,DEM,1959,False,6795,0.2883002207505519
3495,Iowa,Sioux County,Joe Biden,DEM,3019,False,19051,0.15846937168652564
3504,Iowa,Story County,Joe Biden,DEM,29175,True,51038,0.5716329009757436
3515,Iowa,Tama County,Joe Biden,DEM,3577,False,9048,0.3953359858532272
3525,Iowa,Taylor County,Joe Biden,DEM,746,False,3249,0.2296091104955371
3535,Iowa,Union County,Joe Biden,DEM,2061,False,6185,0.3332255456750202
3545,Iowa,Van Buren County,Joe Biden,DEM,875,False,3791,0.2308098127143234
3555,Iowa,Wapello County,Joe Biden,DEM,5821,False,15633,0.3723533550821979
3565,Iowa,Warren County,Joe Biden,DEM,12574,False,31039,0.4051032571925642
3575,Iowa,Washington County,Joe Biden,DEM,4561,False,11765,0.38767530811729706
3585,Iowa,Wayne County,Joe Biden,DEM,727,False,3109,0.23383724670311998
3595,Iowa,Webster County,Joe Biden,DEM,6613,False,17822,0.3710582426214791
3605,Iowa,Winnebago County,Joe Biden,DEM,2135,False,5970,0.3576214405360134
3615,Iowa,Winneshiek County,Joe Biden,DEM,5617,False,12064,0.4656001326259947
3625,Iowa,Woodbury County,Joe Biden,DEM,18704,False,45362,0.4123274987875314
3635,Iowa,Worth County,Joe Biden,DEM,1596,False,4418,0.3612494341330919
3645,Iowa,Wright County,Joe Biden,DEM,1996,False,6254,0.31915574032619126
3655,Kansas,Allen County,Joe Biden,DEM,1559,False,5842,0.2668606641561109
3659,Kansas,Anderson County,Joe Biden,DEM,765,False,3720,0.2056451612903226
3662,Kansas,Atchison County,Joe Biden,DEM,2314,False,7312,0.3164660831509847
3665,Kansas,Barber County,Joe Biden,DEM,284,False,2313,0.12278426286208387
3668,Kansas,Barton County,Joe Biden,DEM,2302,False,10961,0.21001733418483715
3671,Kansas,Bourbon County,Joe Biden,DEM,1505,False,6550,0.2297709923664122
3675,Kansas,Brown County,Joe Biden,DEM,1088,False,4396,0.24749772520473157
3678,Kansas,Butler County,Joe Biden,DEM,9003,False,31946,0.28181932010267324
3681,Kansas,Chase County,Joe Biden,DEM,341,False,1478,0.2307171853856563
3684,Kansas,Chautauqua County,Joe Biden,DEM,212,False,1634,0.12974296205630356
3687,Kansas,Cherokee County,Joe Biden,DEM,2163,False,8945,0.24181106763555058
3690,Kansas,Cheyenne County,Joe Biden,DEM,220,False,1400,0.15714285714285714
3693,Kansas,Clark County,Joe Biden,DEM,143,False,1048,0.1364503816793893
3696,Kansas,Clay County,Joe Biden,DEM,883,False,4134,0.21359458151910982
3700,Kansas,Cloud County,Joe Biden,DEM,893,False,4174,0.21394345951126018
3703,Kansas,Coffey County,Joe Biden,DEM,928,False,4448,0.20863309352517986
3707,Kansas,Comanche County,Joe Biden,DEM,126,False,904,0.13938053097345132
3711,Kansas,Cowley County,Joe Biden,DEM,4171,False,13911,0.29983466321615987
3714,Kansas,Crawford County,Joe Biden,DEM,6179,False,16718,0.3696016269888743
3718,Kansas,Decatur County,Joe Biden,DEM,208,False,1458,0.14266117969821673
3721,Kansas,Dickinson County,Joe Biden,DEM,2040,False,9246,0.22063595068137573
3724,Kansas,Doniphan County,Joe Biden,DEM,678,False,3674,0.18454001088731628
3726,Kansas,Douglas County,Joe Biden,DEM,39436,True,57540,0.6853667014250956
3730,Kansas,Edwards County,Joe Biden,DEM,267,False,1413,0.18895966029723993
3733,Kansas,Elk County,Joe Biden,DEM,191,False,1347,0.14179658500371195
3736,Kansas,Ellis County,Joe Biden,DEM,3633,False,13501,0.2690911784312273
3739,Kansas,Ellsworth County,Joe Biden,DEM,646,False,2806,0.23022095509622237
3742,Kansas,Finney County,Joe Biden,DEM,4155,False,11466,0.36237571951857667
3745,Kansas,Ford County,Joe Biden,DEM,2926,False,8850,0.3306214689265537
3749,Kansas,Franklin County,Joe Biden,DEM,3623,False,12247,0.29582754960398466
3752,Kansas,Geary County,Joe Biden,DEM,3825,False,9311,0.4108044248738052
3755,Kansas,Gove County,Joe Biden,DEM,163,False,1433,0.1137473831123517
3758,Kansas,Graham County,Joe Biden,DEM,222,False,1302,0.17050691244239632
3761,Kansas,Grant County,Joe Biden,DEM,497,False,2452,0.20269168026101142
3764,Kansas,Gray County,Joe Biden,DEM,337,False,2240,0.15044642857142856
3767,Kansas,Greeley County,Joe Biden,DEM,77,False,629,0.12241653418124006
3771,Kansas,Greenwood County,Joe Biden,DEM,562,False,3030,0.18547854785478549
3774,Kansas,Hamilton County,Joe Biden,DEM,134,False,837,0.16009557945041816
3777,Kansas,Harper County,Joe Biden,DEM,453,False,2626,0.1725057121096725
3780,Kansas,Harvey County,Joe Biden,DEM,6652,False,17034,0.39051309146413055
3783,Kansas,Haskell County,Joe Biden,DEM,261,False,1383,0.18872017353579176
3786,Kansas,Hodgeman County,Joe Biden,DEM,151,False,1033,0.14617618586640851
3789,Kansas,Jackson County,Joe Biden,DEM,1852,False,6468,0.28633271490414347
3792,Kansas,Jefferson County,Joe Biden,DEM,3106,False,9581,0.32418327940716
3796,Kansas,Jewell County,Joe Biden,DEM,211,False,1608,0.13121890547263682
3798,Kansas,Johnson County,Joe Biden,DEM,184259,True,349386,0.5273794599669134
3803,Kansas,Kearny County,Joe Biden,DEM,255,False,1413,0.18046709129511676
3806,Kansas,Kingman County,Joe Biden,DEM,745,False,3929,0.18961567828964113
3810,Kansas,Kiowa County,Joe Biden,DEM,153,False,1139,0.13432835820895522
3813,Kansas,Labette County,Joe Biden,DEM,2607,False,8414,0.3098407416211077
3816,Kansas,Lane County,Joe Biden,DEM,114,False,888,0.12837837837837837
3820,Kansas,Leavenworth County,Joe Biden,DEM,13753,False,36115,0.3808112972449121
3823,Kansas,Lincoln County,Joe Biden,DEM,266,False,1570,0.16942675159235668
3826,Kansas,Linn County,Joe Biden,DEM,863,False,4903,0.176014684886804
3829,Kansas,Logan County,Joe Biden,DEM,185,False,1437,0.12874043145441894
3832,Kansas,Lyon County,Joe Biden,DEM,5878,False,13622,0.43150785494053734
3838,Kansas,Marion County,Joe Biden,DEM,1463,False,5969,0.2450996816887251
3841,Kansas,Marshall County,Joe Biden,DEM,1239,False,5023,0.24666533943858251
3835,Kansas,McPherson County,Joe Biden,DEM,3977,False,13868,0.2867753100663398
3844,Kansas,Meade County,Joe Biden,DEM,261,False,1807,0.1444382955174322
3847,Kansas,Miami County,Joe Biden,DEM,5133,False,17624,0.29125056740807986
3850,Kansas,Mitchell County,Joe Biden,DEM,547,False,3039,0.17999341888779205
3853,Kansas,Montgomery County,Joe Biden,DEM,3147,False,13177,0.2388252257721788
3856,Kansas,Morris County,Joe Biden,DEM,721,False,2849,0.25307125307125306
3859,Kansas,Morton County,Joe Biden,DEM,147,False,1163,0.12639724849527084
3862,Kansas,Nemaha County,Joe Biden,DEM,920,False,5625,0.16355555555555557
3865,Kansas,Neosho County,Joe Biden,DEM,1727,False,6629,0.26052194901191733
3868,Kansas,Ness County,Joe Biden,DEM,147,False,1487,0.0988567585743107
3871,Kansas,Norton County,Joe Biden,DEM,361,False,2390,0.15104602510460252
3875,Kansas,Osage County,Joe Biden,DEM,2099,False,7893,0.2659318383377676
3879,Kansas,Osborne County,Joe Biden,DEM,275,False,1899,0.14481305950500264
3882,Kansas,Ottawa County,Joe Biden,DEM,504,False,3159,0.15954415954415954
3885,Kansas,Pawnee County,Joe Biden,DEM,635,False,2712,0.23414454277286137
3888,Kansas,Phillips County,Joe Biden,DEM,318,False,2752,0.11555232558139535
3892,Kansas,Pottawatomie County,Joe Biden,DEM,3257,False,12815,0.2541552867733125
3895,Kansas,Pratt County,Joe Biden,DEM,924,False,4107,0.22498173849525202
3898,Kansas,Rawlins County,Joe Biden,DEM,214,False,1496,0.14304812834224598
3901,Kansas,Reno County,Joe Biden,DEM,8602,False,27245,0.3157276564507249
3905,Kansas,Republic County,Joe Biden,DEM,420,False,2643,0.15891032917139614
3908,Kansas,Rice County,Joe Biden,DEM,953,False,4230,0.22529550827423167
3910,Kansas,Riley County,Joe Biden,DEM,11940,True,23855,0.5005239991616014
3914,Kansas,Rooks County,Joe Biden,DEM,332,False,2661,0.1247651258925216
3917,Kansas,Rush County,Joe Biden,DEM,291,False,1748,0.16647597254004576
3920,Kansas,Russell County,Joe Biden,DEM,591,False,3429,0.17235345581802275
3923,Kansas,Saline County,Joe Biden,DEM,8022,False,23911,0.33549412404332735
3926,Kansas,Scott County,Joe Biden,DEM,290,False,2322,0.12489233419465978
3929,Kansas,Sedgwick County,Joe Biden,DEM,90820,False,213552,0.42528283509402864
3932,Kansas,Seward County,Joe Biden,DEM,1736,False,5099,0.34045891351245344
3934,Kansas,Shawnee County,Joe Biden,DEM,43015,True,86122,0.49946587399270803
3939,Kansas,Sheridan County,Joe Biden,DEM,144,False,1397,0.10307802433786686
3943,Kansas,Sherman County,Joe Biden,DEM,386,False,2673,0.1444070332959222
3947,Kansas,Smith County,Joe Biden,DEM,328,False,2092,0.15678776290630975
3950,Kansas,Stafford County,Joe Biden,DEM,355,False,2017,0.1760039662865642
3953,Kansas,Stanton County,Joe Biden,DEM,147,False,767,0.19165580182529335
3956,Kansas,Stevens County,Joe Biden,DEM,233,False,1997,0.11667501251877817
3959,Kansas,Sumner County,Joe Biden,DEM,2551,False,10779,0.23666388347713146
3962,Kansas,Thomas County,Joe Biden,DEM,622,False,3794,0.1639430680021086
3966,Kansas,Trego County,Joe Biden,DEM,238,False,1603,0.14847161572052403
3969,Kansas,Wabaunsee County,Joe Biden,DEM,956,False,3861,0.2476042476042476
3972,Kansas,Wallace County,Joe Biden,DEM,44,False,817,0.05385556915544676
3975,Kansas,Washington County,Joe Biden,DEM,467,False,2843,0.1642631023566655
3978,Kansas,Wichita County,Joe Biden,DEM,147,False,961,0.1529656607700312
3982,Kansas,Wilson County,Joe Biden,DEM,711,False,3899,0.1823544498589382
3985,Kansas,Woodson County,Joe Biden,DEM,283,False,1495,0.18929765886287625
3987,Kansas,Wyandotte County,Joe Biden,DEM,35566,True,55107,0.6453989511314352
3991,Kentucky,Adair County,Joe Biden,DEM,1392,False,8768,0.15875912408759124
3997,Kentucky,Allen County,Joe Biden,DEM,1642,False,9364,0.17535241349850492
4003,Kentucky,Anderson County,Joe Biden,DEM,3348,False,13254,0.2526029877772748
4009,Kentucky,Ballard County,Joe Biden,DEM,825,False,4225,0.1952662721893491
4015,Kentucky,Barren County,Joe Biden,DEM,5127,False,20064,0.2555322966507177
4021,Kentucky,Bath County,Joe Biden,DEM,1573,False,5627,0.27954505064865826
4027,Kentucky,Bell County,Joe Biden,DEM,1789,False,10044,0.1781162883313421
4033,Kentucky,Boone County,Joe Biden,DEM,20901,False,66998,0.3119645362548136
4039,Kentucky,Bourbon County,Joe Biden,DEM,3296,False,9648,0.3416252072968491
4045,Kentucky,Boyd County,Joe Biden,DEM,7083,False,21751,0.325640200450554
4051,Kentucky,Boyle County,Joe Biden,DEM,5298,False,14478,0.3659345213427269
4057,Kentucky,Bracken County,Joe Biden,DEM,800,False,4246,0.18841262364578426
4063,Kentucky,Breathitt County,Joe Biden,DEM,1301,False,5661,0.2298180533474651
4069,Kentucky,Breckinridge County,Joe Biden,DEM,2350,False,10201,0.2303695716106264
4075,Kentucky,Bullitt County,Joe Biden,DEM,10552,False,41998,0.25125005952664414
4081,Kentucky,Butler County,Joe Biden,DEM,1079,False,6125,0.17616326530612245
4087,Kentucky,Caldwell County,Joe Biden,DEM,1433,False,6434,0.22272303388249923
4093,Kentucky,Calloway County,Joe Biden,DEM,5797,False,17457,0.3320730938878387
4099,Kentucky,Campbell County,Joe Biden,DEM,19374,False,48878,0.3963746470804861
4105,Kentucky,Carlisle County,Joe Biden,DEM,463,False,2638,0.1755117513267627
4111,Kentucky,Carroll County,Joe Biden,DEM,1116,False,4136,0.269825918762089
4117,Kentucky,Carter County,Joe Biden,DEM,2642,False,11586,0.22803383393751078
4123,Kentucky,Casey County,Joe Biden,DEM,918,False,7171,0.12801561846325477
4129,Kentucky,Christian County,Joe Biden,DEM,8296,False,23863,0.34765117545991703
4135,Kentucky,Clark County,Joe Biden,DEM,6004,False,18139,0.3309995038315232
4141,Kentucky,Clay County,Joe Biden,DEM,831,False,7591,0.109471742853379
4147,Kentucky,Clinton County,Joe Biden,DEM,603,False,4932,0.12226277372262774
4153,Kentucky,Crittenden County,Joe Biden,DEM,731,False,4242,0.17232437529467232
4159,Kentucky,Cumberland County,Joe Biden,DEM,508,False,3309,0.1535207011181626
4165,Kentucky,Daviess County,Joe Biden,DEM,17286,False,49287,0.3507212855316818
4171,Kentucky,Edmonson County,Joe Biden,DEM,1227,False,6132,0.20009784735812133
4177,Kentucky,Elliott County,Joe Biden,DEM,712,False,2995,0.23772954924874792
4183,Kentucky,Estill County,Joe Biden,DEM,1355,False,6540,0.20718654434250763
4188,Kentucky,Fayette County,Joe Biden,DEM,90600,True,152912,0.5924976457047191
4195,Kentucky,Fleming County,Joe Biden,DEM,1474,False,7068,0.20854555744199207
4201,Kentucky,Floyd County,Joe Biden,DEM,3884,False,16353,0.23750993701461506
4207,Kentucky,Franklin County,Joe Biden,DEM,12652,False,26072,0.48527155569193003
4213,Kentucky,Fulton County,Joe Biden,DEM,794,False,2426,0.32728771640560594
4219,Kentucky,Gallatin County,Joe Biden,DEM,822,False,3849,0.21356196414653156
4225,Kentucky,Garrard County,Joe Biden,DEM,1830,False,8706,0.2101998621640248
4231,Kentucky,Grant County,Joe Biden,DEM,2205,False,11108,0.1985055815628376
4237,Kentucky,Graves County,Joe Biden,DEM,3560,False,17019,0.2091779775544979
4243,Kentucky,Grayson County,Joe Biden,DEM,2400,False,11985,0.2002503128911139
4249,Kentucky,Green County,Joe Biden,DEM,920,False,5812,0.1582931865106676
4255,Kentucky,Greenup County,Joe Biden,DEM,4873,False,18176,0.2681007922535211
4261,Kentucky,Hancock County,Joe Biden,DEM,1351,False,4587,0.2945280139524744
4267,Kentucky,Hardin County,Joe Biden,DEM,18101,False,48941,0.3698534970678981
4273,Kentucky,Harlan County,Joe Biden,DEM,1494,False,10971,0.1361771944216571
4279,Kentucky,Harrison County,Joe Biden,DEM,2400,False,8859,0.2709109380291229
4285,Kentucky,Hart County,Joe Biden,DEM,1908,False,8370,0.22795698924731184
4291,Kentucky,Henderson County,Joe Biden,DEM,7639,False,20697,0.3690873073392279
4297,Kentucky,Henry County,Joe Biden,DEM,2142,False,8110,0.26411837237977803
4303,Kentucky,Hickman County,Joe Biden,DEM,458,False,2199,0.20827648931332424
4309,Kentucky,Hopkins County,Joe Biden,DEM,5439,False,21512,0.2528356266269989
4315,Kentucky,Jackson County,Joe Biden,DEM,605,False,6113,0.09896940945525928
4320,Kentucky,Jefferson County,Joe Biden,DEM,228358,True,386629,0.590638570826296
4327,Kentucky,Jessamine County,Joe Biden,DEM,8567,False,26280,0.32598934550989345
4333,Kentucky,Johnson County,Joe Biden,DEM,1608,False,10192,0.1577708006279435
4339,Kentucky,Kenton County,Joe Biden,DEM,32271,False,82198,0.39260079320664737
4345,Kentucky,Knott County,Joe Biden,DEM,1412,False,6252,0.22584772872680742
4351,Kentucky,Knox County,Joe Biden,DEM,2114,False,13273,0.159270699917125
4357,Kentucky,Larue County,Joe Biden,DEM,1504,False,7301,0.20599917819476785
4363,Kentucky,Laurel County,Joe Biden,DEM,4475,False,28111,0.15919035253103767
4369,Kentucky,Lawrence County,Joe Biden,DEM,1238,False,6955,0.17800143781452193
4375,Kentucky,Lee County,Joe Biden,DEM,481,False,2801,0.1717243841485184
4381,Kentucky,Leslie County,Joe Biden,DEM,446,False,4813,0.09266569707043425
4387,Kentucky,Letcher County,Joe Biden,DEM,1799,False,9135,0.19693486590038314
4393,Kentucky,Lewis County,Joe Biden,DEM,823,False,5883,0.1398946115927248
4399,Kentucky,Lincoln County,Joe Biden,DEM,2254,False,10914,0.2065237309877222
4405,Kentucky,Livingston County,Joe Biden,DEM,939,False,5004,0.18764988009592326
4411,Kentucky,Logan County,Joe Biden,DEM,3094,False,12350,0.2505263157894737
4417,Kentucky,Lyon County,Joe Biden,DEM,1092,False,4228,0.2582781456953642
4441,Kentucky,Madison County,Joe Biden,DEM,15581,False,43957,0.3544600404941193
4447,Kentucky,Magoffin County,Joe Biden,DEM,1214,False,5447,0.22287497705158804
4453,Kentucky,Marion County,Joe Biden,DEM,2722,False,8928,0.3048835125448029
4459,Kentucky,Marshall County,Joe Biden,DEM,4071,False,17603,0.23126739760268136
4465,Kentucky,Martin County,Joe Biden,DEM,403,False,3936,0.10238821138211382
4471,Kentucky,Mason County,Joe Biden,DEM,2362,False,7958,0.29680824327720534
4423,Kentucky,McCracken County,Joe Biden,DEM,11195,False,33549,0.3336910191063817
4429,Kentucky,McCreary County,Joe Biden,DEM,725,False,6438,0.11261261261261261
4435,Kentucky,McLean County,Joe Biden,DEM,1074,False,4782,0.2245922208281054
4477,Kentucky,Meade County,Joe Biden,DEM,3632,False,14113,0.25735137816197834
4483,Kentucky,Menifee County,Joe Biden,DEM,750,False,3102,0.24177949709864605
4489,Kentucky,Mercer County,Joe Biden,DEM,3033,False,11735,0.2584576054537708
4495,Kentucky,Metcalfe County,Joe Biden,DEM,975,False,5012,0.19453312051077415
4501,Kentucky,Monroe County,Joe Biden,DEM,657,False,5330,0.12326454033771107
4507,Kentucky,Montgomery County,Joe Biden,DEM,3630,False,12842,0.2826662513627161
4513,Kentucky,Morgan County,Joe Biden,DEM,1175,False,5544,0.21194083694083693
